,1,2,3,Page Level 4,Page Layout,Existing / Additional Page ?,Inspiration / Current URL (if existing page),Who should write the content?,Notes,Target Keyword,Search Volume,KW Density ,+KWs,Old H1,New Header (H1),Old Title,New Title,Chars (50-65),URL,Old Metas,New Meta Description,Chars (130-160),Type of Content ,Notes,"Original URL 
(if rewritten) ",Document Link,Date Published ,New URL ,Notes,PSD,Des. URL,Notes,Dev. URL,map_id,map_data,meta_tag,H1_tag,Extracted Text,Meta_Link,H1_Link,H1_id,H1_com,Meta_id,Meta_com,H1_Updated_DB,Meta_Updated_DB
92,x,Guardian Digital Email Security Resources,,,,Existing Page,https://guardiandigital.com/resources/resource-center,,,Email Security Resources,,,,Guardian Digital Email Security Resources,Guardian Digital's Email Security Resources,Guardian Digital Email Security Resources.,Guardian Digital Email Security Resources,41,https://guardiandigital.com/resources/resource-center,Guardian Digital gives you protection and visibility from today's most advanced email threats. We deliver the most effective managed email security solution ava,Guardian Digital believes in actively communicating our work and insights to our community. Learn more with our Guardian Digital Email Security Resources.,154,,,,,,,,,,,,94,"['Header Module', ""w5zxq_modules - `params'"", 'w5zxq_menu - `params`']",True,False,resource-center,index.php?option=com_menu&view=metadescription&id=771,,,,771,w5zxq_menu,False,True
93,,Guardian Digital Case Studies,,,,Existing Page,https://guardiandigital.com/resources/resource-center/case-studies,,,Case Studies,,,,Guardian Digital Case Studies,Guardian Digital's Case Studies,Guardian Digital Case Studies.,Guardian Digital's Case Studies & success stories,49,https://guardiandigital.com/resources/resource-center/case-studies,Our customers have shared their success stories with us and we'd like to share them with you and others in the IT community — we want your business to have the same email safeguards and peace of mind that others have found with Guardian Digital.,"At Guardian Digital, we believe in actively communicating our work and insights to our community. Learn more with our Guardian Digital Case Studies.",148,,,,,,,,,,,,95,,False,False,case-studies,,,,,,,False,False
94,x,Guardian Digital Company Information & Press Releases,,,,Existing Page,https://guardiandigital.com/resources/resource-center/company-info,,,Company Information & Press Releases,,,,Guardian Digital Company Information & Press Releases,Guardian Digital's Company Information & Press Releases,Guardian Digital Company Information & Press Releases.,Guardian Digital Company Information & Press Releases,53,https://guardiandigital.com/resources/resource-center/company-info,"Guardian Digital protects businesses from today's most advanced threats. Learn about our history, our methods, and our commitment to open source and our customers.",Guardian Digital believes in actively communicating our work and insights to our community. Learn more with our Info & Press Releases,133,,,,,,,,,,,,96,,False,False,company-info,,,,,,,False,False
95,,Guardian Digital Email Security Datasheets,,,,Existing Page,https://guardiandigital.com/resources/resource-center/datasheets,,,Email Security Datasheets,,,,Guardian Digital Email Security Datasheets,Guardian Digital's Email Security Datasheets,Guardian Digital Email Security Datasheets.,Guardian Digital Email Security Datasheets,42,https://guardiandigital.com/resources/resource-center/datasheets,"Guardian Digital gives you the protection you need against today's most active threats to your business and your users. Our email security solutions protect businesses from phishing, ransomware and emerging threats, and mail systems including Office 365,","At Guardian Digital, we believe in actively communicating our work to our community. Learn more with our Guardian Digital Email Security Datasheets.",148,,,,,,,,,,,,97,,False,False,datasheets,,,,,,,False,False
96,x,Guardian Digital Email Security Infographics,,,,Existing Page,https://guardiandigital.com/resources/resource-center/infographics,,,Email Security Infographics,,,,Guardian Digital Email Security Infographics,Guardian Digital's Email Security Infographics,Guardian Digital Email Security Infographics.,Guardian Digital Email Security Infographics,44,https://guardiandigital.com/resources/resource-center/infographics,Get the best graphical insights into the email security industry.,"At Guardian Digital, we believe in actively communicating our work to our community. Learn more with our Guardian Digital Email Security Infographics.",150,,,,,,,,,,,,98,"['EDocman', 'w5zxq_edocman_categories - `title`', 'w5zxq_edocman_categories - `metadesc`']",True,True,infographics,index.php?option=com_edocman_categories&view=categories&id=12,index.php?option=com_edocman_categories&view=categories&id=12,12,w5zxq_edocman_categories,12,w5zxq_edocman_categories,True,True
97,x,Guardian Digital Solution Briefs,,,,Existing Page,https://guardiandigital.com/resources/resource-center/solution-briefs,,,Solution Briefs,,,,Guardian Digital Solution Briefs,Guardian Digital's Solution Briefs,Guardian Digital Solution Briefs.,Guardian Digital Solution Briefs,32,https://guardiandigital.com/resources/resource-center/solution-briefs,"Guardian Digital Solution Briefs discuss the solutions Guardian Digital provides to many different industries including legal, financial, real estate, and others. Browse our library of Solution Brief for your industry, and learn how we can protect you from","At Guardian Digital, we believe in actively communicating our work and insights to our community. Learn more with our Guardian Digital Solution Briefs.",151,,,,,,,,,,,,99,"['EDocman', 'w5zxq_edocman_categories - `title`', 'w5zxq_edocman_categories - `metadesc`']",True,True,solution-briefs,index.php?option=com_edocman_categories&view=categories&id=7,index.php?option=com_edocman_categories&view=categories&id=7,7,w5zxq_edocman_categories,7,w5zxq_edocman_categories,True,True
98,x,Guardian Digital Email Security Webinars,,,,Existing Page,https://guardiandigital.com/resources/resource-center/webinars,,,Email Security Webinars,,,,Guardian Digital Email Security Webinars,Guardian Digital's Email Security Webinars,Guardian Digital Email Security Webinars.,Guardian Digital Email Security Webinars,40,https://guardiandigital.com/resources/resource-center/webinars,"Free online events showcase the latest ideas and insights from world-class Guardian Digital experts, open source innovators and visionaries in the email security community.",Guardian Digital believes in actively communicating our work and insights to our community. Learn more with our Guardian Digital Email Security Webinars.,153,,,,,,,,,,,,100,"['EDocman', 'w5zxq_edocman_categories - `title`', 'w5zxq_edocman_categories - `metadesc`']",True,True,webinars,index.php?option=com_edocman_categories&view=categories&id=10,index.php?option=com_edocman_categories&view=categories&id=10,10,w5zxq_edocman_categories,10,w5zxq_edocman_categories,True,True
99,x,Email Security Assessment,,,,Existing Page,https://guardiandigital.com/email-risk-assessment,,,Email Security Assessment,,,,Determine Your Business Email Risk Score < 2 Minutes,Email Security Assessment,Email Security Assessment - Determine Your Business Email Risk Score....,Email Security Assessment - Guardian Digital,44,https://guardiandigital.com/email-risk-assessment,Use Our Predictive Email Security Assessment Tool To Uncover Your Email Exposure - Office 365 & Gmail,Are you unsure if your business requires business cloud email security services? Take our email security assessment to find out today.,134,,,,,,,,,,,,101,"['EDocman', 'w5zxq_edocman_categories - `title`', 'w5zxq_edocman_categories - `metadesc`']",False,False,email-risk-assessment,,,,,,,False,False
100,x,30 Email Security Tips to Help You,,,,Existing Page,https://guardiandigital.com/email-security-tips,,,30 Email Security Tips to Help You,,,,30 Email Security Tips to Help You,Guardian Digital's Email Security Tips to Help You,Email Security Tips - CyberSecurity Email Protection Tips | Guard.,30 Email Security Tips to Help You,34,https://guardiandigital.com/email-security-tips,Over 90% of Cyber Attacks begin with a phishing email. Here are top 30 email security tips to help improve your email security posture to protect against attacks and breaches,Over 90% of Cyber Attacks begin with an email. Here are top 30 email security tips to help strengthen your business' email security.,132,,,,,,,,,,,,102,"['EDocman', 'w5zxq_edocman_categories - `title`', 'w5zxq_edocman_categories - `metadesc`']",False,False,email-security-tips,,,,,,,False,False
101,,,Avoid Phishing Emails,,,Existing Page,https://guardiandigital.com/email-security-tips/avoid-phishing-emails,,,Avoid Phishing Emails,,,,Avoid Phishing Emails,Tip - Avoid Phishing Emails,Avoid Phishing Emails.,Tip - Avoid Phishing Emails with Guardian Digital,49,https://guardiandigital.com/email-security-tips/avoid-phishing-emails,"Avoid Phishing Emails - Phishing is the predominant modern cybersecurity threat businesses face, accounting for over 90% of all cyber attacks and breaches. Modern phishing attacks are highly targeted and employ stealthy social engineering techniques to manipulate psychology, evade security defenses and deceive users....",Do you need email security tips like how to best avoid phishing emails Check out our post by our expert team at Guardian Digital today!,135,,,,,,,,,,,,103,"['EDocman', 'w5zxq_edocman_categories - `title`', 'w5zxq_edocman_categories - `metadesc`']",False,False,avoid-phishing-emails,,,,,,,False,False
102,,,Avoid Sending Sensitive Information Over Email,,,Existing Page,https://guardiandigital.com/email-security-tips/avoid-sending-sensitive-information-over-email,,,Avoid Sending Sensitive Information Over Email,,,,Avoid Sending Sensitive Information Over Email,Tip - Avoid Sending Sensitive Information Over Email,Avoid sending sensitive information over email.,Avoid Sending Sensitive Information Over Email,46,https://guardiandigital.com/email-security-tips/avoid-sending-sensitive-information-over-email,"Avoid Sending Sensitive Information Over Email - Phishing attacks attempt to persuade people to hand over information such as passwords or financial info. Today’s attacks are more targeted, complex and difficult to detect, making them more lucrative than ever. Phishers posing as known, trusted organizations will often ask for sensitive...",Do you need email security tips like Avoid Sending Sensitive Information Over Email? Check out our post by our expert team at Guardian Digital today!,149,,,,,,,,,,,,104,"['EDocman', 'w5zxq_edocman_categories - `title`', 'w5zxq_edocman_categories - `metadesc`']",False,False,avoid-sending-sensitive-information-over-email,,,,,,,False,False
103,,,Backup Your Data and Isolate Your Backups Offline,,,Existing Page,https://guardiandigital.com/email-security-tips/backup-your-data-and-isolate-your-backups-offline,,,Backup Your Data and Isolate Your Backups Offline,,,,Backup Your Data and Isolate Your Backups Offline,Tip - Backing up Your Data and Isolate Your Backups Offline,Backup your data and isolate your backups offline.,Backup Your Data and Isolate Your Backups Offline,49,https://guardiandigital.com/email-security-tips/backup-your-data-and-isolate-your-backups-offline,Backup Your Data and Isolate Your Backups Offline - The prevalence and impact of ransomware has become clearly apparent. Ransomware is a type of malware designed to block access to a computer system until a sum of money in the form of untraceable Bitcoin is paid. It does this by encrypting a victim’s files until they have made the payment demanded...,Do you need email security tips like Backup Your Data and Isolate Your Backups Offline? Check out our post by our expert team at Guardian Digital today!,152,,,,,,,,,,,,105,"['SP Page Builder', 'w5zxq_sppagebuilder - `text` ', 'w5zxq_menu - `params`']",True,False,backup-your-data-and-isolate-your-backups-offline,index.php?option=com_menu&view=metadescription&id=1084,,,,1084,w5zxq_menu,False,True
104,,,Be Cautious of Spam Email,,,Existing Page,https://guardiandigital.com/email-security-tips/be-cautious-of-spam-email,,,Be Cautious of Spam Email,,,,Be Cautious of Spam Email,Tip - Being Cautious of Spam Email,Be Cautious of Spam Email.,Tip - Being Cautious of Spam Email- Guardian Digital,52,https://guardiandigital.com/email-security-tips/be-cautious-of-spam-email,"Be Cautious of Spam Email - Spam email, or junk email, refers to unsolicited messages sent in bulk. Along with decreasing productivity and causing aggravation, spam can also be a security threat. These emails may contain malicious links or attachments and are often a vector for phishing and malware attacks. While it is...",Do you need email security tips like 'Be Cautious of Spam Email'? Check out our post by our expert team at Guardian Digital today!,130,,,,,,,,,,,,106,"['SP Page Builder', 'w5zxq_sppagebuilder - `text` ', 'w5zxq_menu - `params`']",True,False,be-cautious-of-spam-email,index.php?option=com_menu&view=metadescription&id=1071,,,,1071,w5zxq_menu,False,True
105,,,Be Wary of Malicious URLs,,,Existing Page,https://guardiandigital.com/email-security-tips/be-wary-of-malicious-urls,,,Be Wary of Malicious URLs,,,,Be Wary of Malicious URLs,Tip - Be Wary of Malicious URLs,Be Wary of Malicious URLs.,Tip - Be Wary of Malicious URLs - Guardian Digital,50,https://guardiandigital.com/email-security-tips/be-wary-of-malicious-urls,"Be Wary of Malicious URLs - There has been a 600% increase in phishing campaigns due to the pandemic, and the majority of these attacks rely on malicious URLs to steal credentials or deliver malware. Research reveals that one in 10 employees will click on a malicious link - and just one wrong click can have serious...",Do you need email security tips like 'Be Wary of Malicious URLs'? Check out our post by our expert team at Guardian Digital today!,130,,,,,,,,,,,,107,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,be-wary-of-malicious-urls,index.php?option=com_content&view=article&id=186,index.php?option=com_content&view=article&id=186,186,w5zxq_content,186,w5zxq_content,True,True
106,,,Business Email Is for Business Only,,,Existing Page,https://guardiandigital.com/email-security-tips/business-email-is-for-business-only,,,Business Email Is for Business Only,,,,Business Email Is for Business Only,Tip - Business Email Is for Business Only,Business email is for business only.,Business Email Is for Business Only,35,https://guardiandigital.com/email-security-tips/business-email-is-for-business-only,"Business Email Is for Business Only - Businesses are relying more heavily on cloud email than ever in order to operate in this challenging remote environment, and are frequently sacrificing the security of their users, their data, and their reputation by failing to fortify cloud email with critical supplementary protection....",Do you need email security tips like Business Email Is for Business Only? Check out our post by our expert team at Guardian Digital today!,138,,,,,,,,,,,,108,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,business-email-is-for-business-only,index.php?option=com_content&view=article&id=204,index.php?option=com_content&view=article&id=204,204,w5zxq_content,204,w5zxq_content,True,True
107,,,Conduct Regular Email Security Audits,,,Existing Page,https://guardiandigital.com/email-security-tips/conduct-regular-email-security-audits,,,Conduct Regular Email Security Audits,,,,Conduct Regular Email Security Audits,Tip - Conduct Regular Email Security Audits,Conduct regular email security audits.,Conduct Regular Email Security Audits,37,https://guardiandigital.com/email-security-tips/conduct-regular-email-security-audits,"Conduct Regular Email Security Audits - Conducting frequent email security audits is critical in understanding your email risk, the effectiveness of your current email security strategy and measures you can take to improve your email security posture. We encourage you to use our free Email Security Assessment Toolkit to determine your...",Do you need email security tips like Conduct Regular Email Security Audits? Check out our post by our expert team at Guardian Digital today!,140,,,,,,,,,,,,109,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,conduct-regular-email-security-audits,index.php?option=com_content&view=article&id=192,index.php?option=com_content&view=article&id=192,192,w5zxq_content,192,w5zxq_content,True,True
108,,,Configure Email Account Settings with Security in Mind,,,Existing Page,https://guardiandigital.com/email-security-tips/configure-email-account-settings-with-security-in-mind,,,Configure Email Account Settings with Security in Mind,,,,Configure Email Account Settings with Security in Mind,Tip - Configure Email Account Settings with Security in Mind,Configure email account settings with security in mind.,Configure Email Account Settings with Security in Mind,54,https://guardiandigital.com/email-security-tips/configure-email-account-settings-with-security-in-mind,"Configure Email Account Settings with Security in Mind - Email is the preferred method of communicating sensitive business information, as well as the attack vector used in over 90% of all cyber attacks and breaches. Thus, it is critical that business email servers and accounts are configured with security in mind. Here are our top tips for securing...",Do you need email security tips like Configure Email Account Settings with Security in Mind? Check out our post by our experts at Guardian Digital today!,153,,,,,,,,,,,,110,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,configure-email-account-settings-with-security-in-mind,index.php?option=com_content&view=article&id=193,index.php?option=com_content&view=article&id=193,193,w5zxq_content,193,w5zxq_content,True,True
109,,,Don't Rely on Native Microsoft 365 Email Protection Alone,,,Existing Page,https://guardiandigital.com/email-security-tips/don-t-rely-on-native-microsoft-365-email-protection-alone,,,Don't Rely on Native Microsoft 365 Email Protection Alone,,,,Don't Rely on Native Microsoft 365 Email Protection Alone,Tip - Don't Rely on Native Microsoft 365 Email Protection Alone,Don't Rely on Native Microsoft 365 Email Protection Alone.,Don't Rely on Native Microsoft 365 Email Protection Alone,57,https://guardiandigital.com/email-security-tips/don-t-rely-on-native-microsoft-365-email-protection-alone,"Don't Rely on Native Microsoft 365 Email Protection Alone - Microsoft 365 email is highly vulnerable to attack without critical additional layers of proactive supplementary protection in place, leaving users and key business assets susceptible to credential phishing, account takeovers and other dangerous threats daily. Despite the existing email security...",Do you need email security tips like Configure Email Account Settings with Security in Mind? Check out our post by our experts at Guardian Digital today!,153,,,,,,,,,,,,111,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,don-t-rely-on-native-microsoft-365-email-protection-alone,index.php?option=com_content&view=article&id=189,index.php?option=com_content&view=article&id=189,189,w5zxq_content,189,w5zxq_content,True,True
110,,,Endpoint Security Is Not Enough,,,Existing Page,https://guardiandigital.com/email-security-tips/endpoint-security-is-not-enough,,,Endpoint Security Is Not Enough,,,,Endpoint Security Is Not Enough,Tip - Endpoint Security Is Not Enough,Endpoint security is not enough.,Endpoint Security Is Not Enough,31,https://guardiandigital.com/email-security-tips/endpoint-security-is-not-enough,"Endpoint Security Is Not Enough - Despite the widespread use of endpoint protection, Cyber Attacks and breaches - over 90% of which are initiated via email - are occurring at an unprecedented rate, with one in five businesses getting hacked daily. Companies are increasingly acknowledging that too much is at stake if an attack is...",Do you need email security tips like Endpoint Security Is Not Enough? Check out our post by our expert team at Guardian Digital today!,134,,,,,,,,,,,,112,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,endpoint-security-is-not-enough,index.php?option=com_content&view=article&id=191,index.php?option=com_content&view=article&id=191,191,w5zxq_content,191,w5zxq_content,True,True
111,,,Familiarize Yourself with the Anatomy of a Whaling Attack,,,Existing Page,https://guardiandigital.com/email-security-tips/familiarize-yourself-with-the-anatomy-of-a-whaling-attack,,,Familiarize Yourself with the Anatomy of a Whaling Attack,,,,Familiarize Yourself with the Anatomy of a Whaling Attack,Tip - Familiarize Yourself with the Anatomy of a Whaling Attack,Familiarize Yourself with the Anatomy of a Whaling Attack.,Familiarize Yourself with the Anatomy of a Whaling Attack,57,https://guardiandigital.com/email-security-tips/familiarize-yourself-with-the-anatomy-of-a-whaling-attack,"Familiarize Yourself with the Anatomy of a Whaling Attack - You've seen phishing attacks, but what about whaling, a variation of phishing that targets high profile executives, or “whales”? Executives have all access to sensitive data and ability to authorize high-value wire transfers to make them valuable attack targets. To defend against whaling,...",Do you need email security tips like Configure Email Account Settings with Security in Mind? Check out our post by our experts at Guardian Digital today!,153,,,,,,,,,,,,113,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,familiarize-yourself-with-the-anatomy-of-a-whaling-attack,index.php?option=com_content&view=article&id=282,index.php?option=com_content&view=article&id=282,282,w5zxq_content,282,w5zxq_content,True,True
112,,,Familiarize Yourself with the Phases of an Account Takeover (ATO) & Lateral Phishing Attack,,,Existing Page,https://guardiandigital.com/email-security-tips/familiarize-yourself-with-the-phases-of-an-account-takeover-ato-lateral-phishing-attack,,,Familiarize Yourself with the Phases of an Account Takeover (ATO) & Lateral Phishing Attack,,,,Familiarize Yourself with the Phases of an Account Takeover (ATO) & Lateral Phishing Attack,Tip - Familiarize Yourself with the Phases of an Account Takeover (ATO) & Lateral Phishing Attack,Familiarize Yourself with the Phases of an Account Takeover (ATO) & Lateral Phishing Attack,The Phases of an Account Takeover & Lateral Phishing Attack,59,https://guardiandigital.com/email-security-tips/familiarize-yourself-with-the-phases-of-an-account-takeover-ato-lateral-phishing-attack,Familiarize Yourself with the Phases of an Account Takeover (ATO) & Lateral Phishing Attack - Access to prominent accounts is the key to infecting multiple different accounts successfully to steal sensitive information. ATO allows threat actors to use accounts to mimic victims’ coworkers and helps them get access to other accounts within an organization. To help prevent business email...,Want to Familiarize Yourself with the Phases of an Account Takeover (ATO) & Lateral Phishing Attack? Check out our post by Guardian Digital today!,146,,,,,,,,,,,,114,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,familiarize-yourself-with-the-phases-of-an-account-takeover-ato-lateral-phishing-attack,index.php?option=com_content&view=article&id=287,index.php?option=com_content&view=article&id=287,287,w5zxq_content,287,w5zxq_content,True,True
113,,,Implement TLS to Keep Your Email Secure,,,Existing Page,https://guardiandigital.com/email-security-tips/implement-tls-to-keep-your-email-secure,,,Implement TLS to Keep Your Email Secure,,,,Implement TLS to Keep Your Email Secure,Tip - Implement TLS to Keep Your Email Secure,Implement TLS to keep your email secure.,Implement TLS to Keep Your Email Secure,39,https://guardiandigital.com/email-security-tips/implement-tls-to-keep-your-email-secure,"Implement TLS to Keep Your Email Secure - Employed by nearly all leading email providers ISPs, TLS is a powerful tool in the defense-in-depth approach in the security of business email and the protection of sensitive information. Set up Enforced TLS in Microsoft 365 Exchange Online The task of setting up enforced TLS in Microsoft 365...",Do you need email security tips like Implement TLS to Keep Your Email Secure? Check out our post by our expert team at Guardian Digital today!,142,,,,,,,,,,,,115,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,implement-tls-to-keep-your-email-secure,index.php?option=com_content&view=article&id=190,index.php?option=com_content&view=article&id=190,190,w5zxq_content,190,w5zxq_content,True,True
114,,,Know the Steps in a Spear Phishing Attack,,,Existing Page,https://guardiandigital.com/email-security-tips/know-the-steps-in-a-spear-phishing-attack,,,Know the Steps in a Spear Phishing Attack,,,,Know the Steps in a Spear Phishing Attack,Tip - Know the Steps in a Spear Phishing Attack,Know the Steps in a Spear Phishing Attack.,Know the Steps in a Spear Phishing Attack,41,https://guardiandigital.com/email-security-tips/know-the-steps-in-a-spear-phishing-attack,"Know the Steps in a Spear Phishing Attack - Spear phishing attacks are the far more dangerous form of phishing that includes targeted, personalized messages more inclined to be trusted by the recipient. Attackers sending spear phishing emails design emails after having researched their victims to have the greatest effect, collect the most...",Do you need email security tips like Know the Steps in a Spear Phishing Attack? Check out our post by our expert team at Guardian Digital today!,144,,,,,,,,,,,,116,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,know-the-steps-in-a-spear-phishing-attack,index.php?option=com_content&view=article&id=281,index.php?option=com_content&view=article&id=281,281,w5zxq_content,281,w5zxq_content,True,True
115,,,Know What Zero-Day Attack Is & How It Works,,,Existing Page,https://guardiandigital.com/email-security-tips/know-what-zero-day-attack-is-how-it-works,,,Know What Zero-Day Attack Is & How It Works,,,,Know What Zero-Day Attack Is & How It Works,Tip - Know What Zero-Day Attack Is & How It Works,Know What Zero-Day Attack Is & How It Works.,Know What Zero-Day Attack Is & How It Works,43,https://guardiandigital.com/email-security-tips/know-what-zero-day-attack-is-how-it-works,"Know What Zero-Day Attack Is & How It Works - You protect your company’s files by making copies in case of compromise, but zero-day attacks hide before execution to corrupt all copies. Zero-day attacks exploit vulnerabilities attackers discover before developers do and are delivered by email to infiltrate corporate networks. When defending...",Do you need email security tips like Know What Zero-Day Attack Is & How It Works? Check out our post by our expert team at Guardian Digital today!,146,,,,,,,,,,,,117,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,know-what-zero-day-attack-is-how-it-works,index.php?option=com_content&view=article&id=286,index.php?option=com_content&view=article&id=286,286,w5zxq_content,286,w5zxq_content,True,True
116,,,Know Your Email Risk,,,Existing Page,https://guardiandigital.com/email-security-tips/know-your-email-risk,,,Know Your Email Risk,,,,Know Your Email Risk,Tip - Know Your Email Risk,Know your email risk.,Tip - Know Your Email Risk - Guardian Digital,45,https://guardiandigital.com/email-security-tips/know-your-email-risk,Know Your Email Risk - Email is the preferred method for sharing sensitive data and a key communication channel that businesses cannot afford to lose access to for any period of time. Threat actors are exploiting this increased dependence on cloud email to steal sensitive data and deliver dangerous malware - crafting...,Do you need email security tips like Know Your Email Risk? Check out our post by our expert team at Guardian Digital and contact us today!,138,,,,,,,,,,,,118,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,know-your-email-risk,index.php?option=com_content&view=article&id=206,index.php?option=com_content&view=article&id=206,206,w5zxq_content,206,w5zxq_content,True,True
117,,,Learn About Malicious Links,,,Existing Page,https://guardiandigital.com/email-security-tips/learn-about-malicious-links,,,Learn About Malicious Links,,,,Learn About Malicious Links,Tip - Learn About Malicious Links,Learn about malicious links.,Tip - Learn About Malicious Links - Guardian Digital,52,https://guardiandigital.com/email-security-tips/learn-about-malicious-links,"Learn About Malicious Links - Email attacks are always evolving, and due to the pandemic, the digital threat landscape is far more dangerous than ever. Security researchers estimate that there has been a 600% increase in phishing campaigns due to COVID-19, and the majority of these attacks rely on malicious links to steal...",Do you need email security tips like Learn About Malicious Links? Check out our post by our expert team at Guardian Digital today!,130,,,,,,,,,,,,119,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,learn-about-malicious-links,index.php?option=com_content&view=article&id=198,index.php?option=com_content&view=article&id=198,198,w5zxq_content,198,w5zxq_content,True,True
118,,,Learn How To Identify Social Engineering Attacks,,,Existing Page,https://guardiandigital.com/email-security-tips/learn-how-to-identify-social-engineering-attacks,,,Learn How To Identify Social Engineering Attacks,,,,Learn How To Identify Social Engineering Attacks,Tip - Learn How To Identify Social Engineering Attacks,Learn how to identify social engineering attacks.,Learn How To Identify Social Engineering Attacks,48,https://guardiandigital.com/email-security-tips/learn-how-to-identify-social-engineering-attacks,"Learn How To Identify Social Engineering Attacks - Considering 98% of all cyber attacks rely on social engineering, we want to provide you with information on the topic and advice for protecting against social engineering attacks that you can use to safeguard your users and key business assets. Social engineering refers to the use of deception to...",Do you need email security tips like Learn How To Identify Social Engineering Attacks? Check out our post by our expert team at Guardian Digital today!,151,,,,,,,,,,,,120,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,learn-how-to-identify-social-engineering-attacks,index.php?option=com_content&view=article&id=205,index.php?option=com_content&view=article&id=205,205,w5zxq_content,205,w5zxq_content,True,True
119,,,Learn How To Spot Threats to Business Email,,,Existing Page,https://guardiandigital.com/email-security-tips/learn-how-to-spot-threats-to-business-email,,,Learn How To Spot Threats to Business Email,,,,Learn How To Spot Threats to Business Email,Tip - Learn How To Spot Threats to Business Email,Learn how to spot threats to business email.,Learn How To Spot Threats to Business Email,43,https://guardiandigital.com/email-security-tips/learn-how-to-spot-threats-to-business-email,"Learn How To Spot Threats to Business Email - Email risk is big for all businesses, especially SMBs, and has only been heightened due to the pandemic. Malicious actors are exploiting businesses’ increased dependence on cloud email, lack of IT staffing and funding and rushed deployments of vulnerable cloud platforms like Microsoft 365 and...",Do you need email security tips like Learn How To Spot Threats to Business Email? Check out our post by our expert team at Guardian Digital today!,146,,,,,,,,,,,,121,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,learn-how-to-spot-threats-to-business-email,index.php?option=com_content&view=article&id=194,index.php?option=com_content&view=article&id=194,194,w5zxq_content,194,w5zxq_content,True,True
120,,,Learn the Steps in a Ransomware Attack,,,Existing Page,https://guardiandigital.com/email-security-tips/learn-the-steps-in-a-ransomware-attack,,,Learn the Steps in a Ransomware Attack,,,,Learn the Steps in a Ransomware Attack,Tip - Learn the Steps in a Ransomware Attack,Learn the Steps in a Ransomware Attack.,Learn the Steps in a Ransomware Attack,38,https://guardiandigital.com/email-security-tips/learn-the-steps-in-a-ransomware-attack,"Learn the Steps in a Ransomware Attack - Ransomware, or malware that encrypts critical files until a fee is paid, dominates security news headlines, so people think it&#039;s inevitable. To help you understand how ransomware attacks work, let Guardian Digital teach you the anatomy of a ransomware attack. Watch: Anatomy of a Ransomware...",Do you need email security tips like Learn the Steps in a Ransomware Attack? Check out our post by our expert team at Guardian Digital today!,141,,,,,,,,,,,,122,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,learn-the-steps-in-a-ransomware-attack,index.php?option=com_content&view=article&id=284,index.php?option=com_content&view=article&id=284,284,w5zxq_content,284,w5zxq_content,True,True
121,,,Learn the Steps in a Social Engineering Attack,,,Existing Page,https://guardiandigital.com/email-security-tips/learn-the-steps-in-a-social-engineering-attack,,,Learn the Steps in a Social Engineering Attack,,,,Learn the Steps in a Social Engineering Attack,Tip - Learn the Steps in a Social Engineering Attack,Learn the Steps in a Social Engineering Attack.,Learn the Steps in a Social Engineering Attack,46,https://guardiandigital.com/email-security-tips/learn-the-steps-in-a-social-engineering-attack,Learn the Steps in a Social Engineering Attack - Did you know manipulation of information and people into revealing confidential information accounts for 98% of all Cyber Attacks? Social engineering attacks rely on human error and exploiting relationships as attackers know that building trust gets the job done. To learn how social engineering...,Do you need email security tips like Learn the Steps in a Social Engineering Attack? Check out our post by our expert team at Guardian Digital today!,149,,,,,,,,,,,,123,"['Articles (Content)', 'w5zxq_content - `title`', 'w5zxq_content - `metadesc`']",True,True,learn-the-steps-in-a-social-engineering-attack,index.php?option=com_content&view=article&id=288,index.php?option=com_content&view=article&id=288,288,w5zxq_content,288,w5zxq_content,True,True
